0,1877403858570484928637,126241918437471261,45225010116592695691,570631274148844797740
1,6336853478879542078590,195014765988389636,7841573170618926194,4851287629970409972023
2,4100182633148692375220,32770741852616118,3060980035762874161,1695519618220802595598
3,12304500485755494786481,2752064856878835711,190045033104302702030,3833888173900213807150
4,8297943651400966573379,64947900559227101,8838919567013360141,1446444767388775081245
5,694567092090045758577,437626549146401649,35139247181742577416,905636745171680390715
6,1893601082591994936666,526709216507188443,4876170132765530777,239870644144118537010
7,6276241567129121179101,534509005974587043,94474556817432162090,4386976024485912349758
8,696172073931578245557,358270129061013607,57677687294128397918,746344688538998178309
9,1056748723505602390678,1718748809709873,1980078719926159949,3229591614391356988739
10,2944981110992546318160,340393084782370321,52427420083175265345,2563456076461194204308
11,77338078702063582367,379842745925593738,77306538185277626070,16198059710182788414193
12,5181313376666000562718,65274327404777299,54756898594588912389,4453578475322577608852
13,30751898138810571041388,2103298898875630907,51943145575601408479,16675314427042926899574
14,438026869579861653554,7726542373065624,6944181993382141990,2202177709942173146
15,2085797712117972825306,451353400282877289,8130658303150205811,7796270160844200700634
16,2995558722755715803289,147246934067864354,12937835219328914679,3417736999349169194385
17,16376553362144031959860,16607255233991809,68084223319645835446,2905229079712374505650
18,1227875622285967263478,30157177316494658,1687381029781246936,2723384761327673060678
19,5282292529468316613506,433088895027082876,31576471730044911894,59585618489035180385
20,34811833476887563871,70041205821903563,818060972209120733,47304499383486954816
21,1565029446336784134638,233440805178732389,141318647101136240088,2840957906502906314120
22,3037688090388239308059,3560002775409218896,629341538276395526563,19094115475985282295022
23,6739049189823726167194,18493432498524457,52002256674601358448,121129890445255376804
24,14343243977482779803382,171792491247301277,37166535352303047994,340434809133976907253
25,2935513439544271756094,345458863033751173,32920276478199588604,3833556212857839888220
26,36958844022130654543765,376934028778832678,832735419785547255622,14903793377039234644275
27,6354445484531230470386,587077131600112639,111533613545398257134,2790701083393727897098
28,1841699464782241637372,594328459337257462,10716043400393984322,156266044714302854606
29,58761965731457317806278,666699830067747508,45653773454272862586,4895366303193326844698
30,1046751726713940549698,1294108994885587865,130676030365217138,3089142781285662238840
31,93020046570176654856,34053272471668070,31668889504997027120,1622223084129198414676
32,118757394675261497555948,53529764343111217,198257208557609017144,21594365148327360997185
33,10259082905289341756243,425692457772170641,72530673457373946521,26186952850215932322266
34,6065315905824314161984,154418857011178780,42487103887033203280,10848192281443065198167
35,540584466155946022431,77187420749042456,2925518940552013441,1175488000264927640465
36,11854451941844714589010,3560318899664148640,19215726888054618387,3571062871620256594655
37,88567351387675316656652,985574943601380676,42784089240789231648,2151852015986851570416
38,37314494965476238767,858556692504747066,15880632960313202063,717843264367740741729
39,8313295052260677502392,14724198167720130,244312728514499521956,2968216727669964298744
40,32204545030266787754771,28525642556120397,7790416958604120528,11549288441604352476350
41,15126374407514314131245,234377090114464153,131542046854566532168,9247775922595320355956
42,2438353064606613484990,16198371984700433,3234966286901527375,489876867333128102669
43,1678947733583631196231,409041522362239859,55125085692517923716,20920133121297821835621
44,1826347728137475109407,526732673198479288,111046336080023036,38873560820360999777597
45,14466681870290242823764,7775067750013479718,27868964472136480212,40286506182309911533941
46,6062387321975567216401,337858521385475323,27831466538665402965,2126344868260380453845
47,59003631720104443310,82978626780593446,1132154165780127053,91716137036518790832
48,210859569568094146441,76967068793782936,833378622892690277,2021599087663875848178
49,60778882357599333552,157901425961020922,4488334534494381529,14429707008020586917562
